url
"https://www.google.com/maps/search/laser/@-23.551416,-46.6530728,15z"
"https://www.google.com/maps/search/laser/@-23.558925,-46.6913064,15z"
"https://www.google.com/maps/search/laser/@-23.5285732,-46.7133874,15z"
"https://www.google.com/maps/search/laser/@-23.521466,-46.6634033,15z"
"https://www.google.com/maps/search/laser/@-23.5377903,-46.5931099,15z"
"https://www.google.com/maps/search/laser/@-23.50235,-46.6370242,15z"
"https://www.google.com/maps/search/laser/@-23.545961,-46.6331305,15z"
"https://www.google.com/maps/search/laser/@-23.5755234,-46.6081634,15z"
"https://www.google.com/maps/search/laser/@-23.6061513,-46.6193338,15z"
"https://www.google.com/maps/search/laser/@-23.6095261,-46.6762946,15z"
"https://www.google.com/maps/search/laser/@-23.6035488,-46.710541,15z"
"https://www.google.com/maps/search/laser/@-23.5779851,-46.7322991,15z"
